panel,a,b,label,unordered_pair,single_a,single_b,double,expected_no_interaction,n_measurements,double_observed,red_released,red_reverse,red_exchange_error,red_point_distance,raw_mask,single_only,P_score,P_available,P_feature_log_variance,P_feature_skew,P_feature_kurtosis,P_feature_log_witness_count,P_feature_nonlinear,pair
KEGG,DIE2,ALG8,1,ALG8|DIE2,1.323400595972287,2.074264339602236,2.0684430000000003,3.176665850365296,2,True,0.5255801534244685,0.4089096556694003,0.065510190906131,0.5544801100633443,0.739221064425478,-0.7508637436299486,1.5838887802778316,True,-0.3531120534398395,0.665819132439321,-1.8454706951263316,-1.3862943611198906,-0.0910120010714591,ALG8|DIE2
KEGG,DIE2,ALG9,1,ALG9|DIE2,1.323400595972287,2.1575587937777736,2.4198645,3.244077292333194,2,True,0.5182031505760502,0.3884006008230661,0.0933962486008836,0.5429746278244194,0.8341581978054866,-0.8341581978054866,1.920703954084721,True,-0.4269487098736091,0.3861169947431278,-5.680269135175258,-1.6094379124341005,-0.7028273564133444,ALG9|DIE2
KEGG,ALG8,ALG9,1,ALG8|ALG9,2.074264339602236,2.1575587937777736,2.6248530000000003,3.765719850955516,2,True,0.5150278287818766,0.4842020221879669,0.0007701490301564,0.5111346312637179,0.083294454175538,-0.083294454175538,0.3388860509284767,True,-0.0738366564337695,-0.2797021376961932,-3.8347984400489263,-0.2231435513142097,-0.0809840061038815,ALG8|ALG9
KEGG,ALG12,ALG9,1,ALG12|ALG9,2.1390069455361376,2.1575587937777736,2.4325370000000004,3.8066851710165017,2,True,0.498405509156116,0.5015867473426262,7.74350125776202e-06,0.5026508112871141,0.018551848241636,-0.018551848241636,0.1248640760433653,True,0.1247280748854176,0.621397845425687,-3.873866084052814,-0.2231435513142097,-0.5506283482184816,ALG12|ALG9
KEGG,ALG6,ALG9,1,ALG6|ALG9,2.5299364083909355,2.1575587937777736,2.614575499999999,4.039367025685385,2,True,0.453874865331747,0.5064434549794358,0.0396816796888173,0.4464579726329294,-0.3723776146131619,0.3723776146131619,0.6105536038414243,True,-0.2452604977551313,0.6989149533925192,-1.369517908083428,-0.5108256237659907,0.4714478492800923,ALG6|ALG9
KEGG,DIE2,ALG6,1,ALG6|DIE2,1.323400595972287,2.5299364083909355,2.5569554999999995,3.5358334352299514,2,True,0.4530723665892737,0.3345514681678479,0.2123761652428784,0.4860387575098631,1.2065358124186485,-1.2065358124186485,1.3155815946260887,True,-0.1816882121184777,-0.3127979586493913,-4.31075122709183,-1.0986122886681096,0.2179246277516201,ALG6|DIE2
KEGG,ALG8,ALG6,1,ALG6|ALG8,2.074264339602236,2.5299364083909355,2.5339619999999994,3.994326649747029,2,True,0.4833057110697836,0.4370715530500505,0.0796227358801657,0.4869920726414514,0.4556720687886999,-0.4556720687886999,-0.2682307176283014,True,0.1714238413213618,-0.9786170910887124,-2.4652805319654982,0.287682072451781,0.3285378034335127,ALG6|ALG8
KEGG,ALG12,ALG3,1,ALG12|ALG3,2.1390069455361376,2.822871835124776,3.1465380000000005,4.1881636151827335,2,True,0.481040734080457,0.3988515207894249,0.1201077451301181,0.4870036966384813,0.6838648895886381,-0.6838648895886381,1.1200467969690902,True,-0.3792236629299514,0.846280204862452,-4.966096787127761,-0.9162907318741552,-0.8569145835319413,ALG12|ALG3
KEGG,ALG9,ALG3,1,ALG3|ALG9,2.1575587937777736,2.822871835124776,2.998630500000001,4.196723256867134,2,True,0.470741072238531,0.3980053984754488,0.1312535292860202,0.4724370008835071,0.6653130413470021,-0.6653130413470021,0.9965678534086448,True,-0.5039517378153691,0.224882359436765,-1.0922307030749463,-0.6931471805599456,0.0487670593109383,ALG3|ALG9
KEGG,OST5,OST3,1,OST3|OST5,0.9866410867911652,2.995646963775065,,3.6778744555834426,0,False,0.3184186676862667,0.2202892432669692,0.4612920890467641,0.3592680862270525,0.0,-2.0090058769839,-0.5364063664987763,True,-0.1342309642370818,-1.0768072759569645,1.6450003749692552,0.6931471805599453,0.3111405423194953,OST3|OST5
KEGG,MNS1,ANP1,1,ANP1|MNS1,0.2144741427093724,0.0,,0.0,1,False,0.5242528107350534,0.5169416273896592,0.0411944381247124,0.5282114184642073,0.0,0.2144741427093724,-3.1030439412852817,True,1.1439505671845684,-1.6678626911702192,5.003151682037942,2.4849066497880004,-0.0574974924492645,ANP1|MNS1
KEGG,CWH41,MNS1,0,CWH41|MNS1,0.6157176119848133,0.2144741427093724,,0.8259749032624731,0,False,0.4525020860460372,0.5445662710340402,0.0029316429199226,0.4252020839641868,0.0,0.4012434692754408,0.5581433409068649,True,-0.3101709577228941,0.2771623151864466,1.5654544128602748,-0.4054651081081646,0.6065380194207666,CWH41|MNS1
KEGG,MNN2,MNS1,0,MNN2|MNS1,0.6621729741210333,0.2144741427093724,,0.8720336742200989,0,False,0.4354599641839648,0.5594666012883889,0.0050734345276463,0.4146037552985879,0.0,0.4476988314116608,3.1535420068883417,True,-1.1212703816370468,0.9757831396511348,-3.850110308659629,-2.4849066497880004,0.1056358787909746,MNN2|MNS1
KEGG,ROT2,MNS1,0,MNS1|ROT2,0.6904081231682184,0.2144741427093724,1.3223140420393449,0.9000215195864774,1,True,0.454634891680355,0.5424960951507545,0.0028690131688905,0.4141457221335509,-0.475933980458846,0.4759339804588459,0.9492012630520194,True,-0.2886175071301764,1.4329750389249338,-3.3982649008117534,-0.8754687373539001,-0.4272016062634352,MNS1|ROT2
KEGG,OST5,MNS1,0,MNS1|OST5,0.9866410867911652,0.2144741427093724,1.4092007689081016,1.193349174073773,1,True,0.412781822546923,0.576528396990043,0.0106897804630339,0.3631124074235146,-0.7721669440817926,0.7721669440817928,2.521483174700688,True,-1.243552886385744,0.7249777945763447,-2.355544735375034,-1.791759469228055,0.0384448829695387,MNS1|OST5
KEGG,DIE2,MNS1,0,DIE2|MNS1,1.323400595972287,0.2144741427093724,1.8946612858117184,1.5260036062951283,1,True,0.3528339611864343,0.6185475372539054,0.0286185015596602,0.3036995497457954,-1.1089264532629146,1.1089264532629146,3.0558135098937904,True,-1.0387352667924523,1.559626271689683,-5.45690835629406,-2.4849066497880004,-0.3604658767318348,DIE2|MNS1
KEGG,ALG5,MNS1,0,ALG5|MNS1,1.7317384406664271,0.2144741427093724,2.3556403818554505,1.9279138779433096,1,True,0.2937848943481911,0.5814476373998626,0.1247674682519462,0.2419114408367001,-1.5172642979570548,1.5172642979570543,0.8107953844280478,True,-0.6727338447098545,0.1456653702602826,-1.5892924555655077,-0.4054651081081646,0.015208013653814,ALG5|MNS1
KEGG,ALG8,MNS1,0,ALG8|MNS1,2.074264339602236,0.2144741427093724,2.554443736124173,2.2634848336394966,1,True,0.2575802618604674,0.510704795924772,0.2317149422147606,0.2017749828887638,-1.8597901968928632,1.8597901968928632,1.4715815666281022,True,-0.685623213352613,0.8938071392503618,-3.611437661167729,-1.0986122886681098,-0.3574174105093543,ALG8|MNS1
KEGG,ALG12,MNS1,0,ALG12|MNS1,2.1390069455361376,0.2144741427093724,2.290461050485118,2.3267214077049694,1,True,0.2348382635422416,0.5098191808759871,0.2553425555817712,0.1866375693372432,-1.9245328028267648,1.9245328028267648,1.2565023958915855,True,-0.4870584820334258,1.794907122372242,-3.6505053051716168,-1.0986122886681098,-1.098054509441972,ALG12|MNS1
KEGG,ALG9,MNS1,0,ALG9|MNS1,2.1575587937777736,0.2144741427093724,2.330228804562991,2.344829400743944,1,True,0.2378580252869955,0.501660901268754,0.2604810734442505,0.1871212056487651,-1.9430846510684008,1.9430846510684008,1.131995661684433,True,-0.6117865569188434,1.173509276946555,0.2233607788811973,-0.8754687373539001,-0.4558281387823421,ALG9|MNS1
KEGG,ALG6,MNS1,0,ALG6|MNS1,2.5299364083909355,0.2144741427093724,2.8917919759505573,2.7070145668634686,1,True,0.1916745087582036,0.426626918384659,0.3816985728571374,0.1459131141131029,-2.315462265681563,2.315462265681563,1.743999324598865,True,-0.8570470546739748,1.872424230339074,-1.1461571292022308,-1.3862943611198908,0.3873157450792185,ALG6|MNS1
KEGG,ALG3,MNS1,0,ALG3|MNS1,2.822871835124776,0.2144741427093724,3.0945248468498785,2.9899337319488364,1,True,0.146242770325652,0.3790251357720303,0.4747320939023177,0.1116396943041478,-2.608397692415404,2.608397692415404,0.1368946512895471,True,-0.1078348191034743,0.94862691750979,1.3155914819561438,-0.1823215567939544,-0.1285969082878363,ALG3|MNS1
KEGG,OST3,MNS1,0,MNS1|OST3,2.995646963775065,0.2144741427093724,3.2483836145976106,3.1558147173021927,1,True,0.1441702586905145,0.3316493986513308,0.5241803426581547,0.1061585662872419,-2.7811728210656925,2.7811728210656925,3.059083273221745,True,-1.1093219221486623,1.8017850705333087,-4.000545110344289,-2.4849066497880004,0.0332956394143878,MNS1|OST3
KEGG,ANP1,MNS1,0,ANP1|MNS1,0.0,0.2144741427093724,,0.0,1,False,0.5169416273896592,0.5242528107350534,0.0411944381247124,0.5130272843057907,0.0,-0.2144741427093724,3.1030439412852817,True,-1.1439505671845684,1.6678626911702192,-5.003151682037942,-2.4849066497880004,0.0574974924492645,ANP1|MNS1
KEGG,BTS1,HMG1,0,BTS1|HMG1,0.7699315089777822,0.296249456692819,1.9648210698047568,1.0582465501129743,1,True,0.4158342011572811,0.573949774228446,0.0102160246142729,0.4120579825838851,-0.4736820522849632,0.4736820522849631,3.424844601734596,True,-1.132498112992362,0.4723831564003333,-1.7066126674166835,-2.70805020110221,0.1163420566000502,BTS1|HMG1
KEGG,PCT1,PSD2,0,PCT1|PSD2,0.5884204447439656,0.3304817637129024,0.7750480599883731,0.9124996367444927,1,True,0.45461014393968,0.5422045247387999,0.0031853313215201,0.4530409286973957,-0.2579386810310632,0.2579386810310632,0.5997173875638157,True,-0.3850745555856076,-1.2390021466081167,-5.583245135644852,-0.1823215567939546,0.4962743731135506,PCT1|PSD2
KEGG,DOA4,STP22,0,DOA4|STP22,0.5679589779112229,0.3623650083769404,,0.9235221193932094,0,False,0.5111904414353394,0.4885239675446207,0.0002855910200398,0.4691032063419778,0.0,0.2055939695342824,-2.119693471321296,True,0.5995710829253493,0.849530783767504,1.8123512826409387,1.6094379124341005,0.3095951508831042,DOA4|STP22
KEGG,GCS1,STP22,0,GCS1|STP22,0.6782034512686153,0.3623650083769404,,1.0321116611826595,0,False,0.3990112765445948,0.4966961938814791,0.1042925295739261,0.4446440506409955,0.0,0.3158384428916748,-0.6115325918686704,True,0.1130896917135197,-2.037222928715084,5.254198690410677,0.6931471805599453,0.2239600893113235,GCS1|STP22
KEGG,VPS28,STP22,0,STP22|VPS28,0.7089474274544649,0.3623650083769404,,1.0623714820159569,0,False,0.4331724792177484,0.5579420051653728,0.0088855156168787,0.4409345853002921,0.0,0.3465824190775245,-0.1381316054024177,True,0.3824656670816448,-0.7471597258708814,-0.5041691203886778,0.0,0.0768636573772755,STP22|VPS28
KEGG,GOS1,TLG2,0,GOS1|TLG2,0.6591860089543261,0.4771709343535571,,1.1251624819317028,0,False,0.457986751359644,0.539366171587413,0.0026470770529429,0.4663174233874748,0.0,0.182015074600769,-1.3584698929681491,True,0.5721010585585069,0.7516350899136465,-0.5412706537994705,0.9162907318741552,-0.5473786352240639,GOS1|TLG2
